ID,Name,Description,Era,Predecessor_ID,Status,Syntropy_Score,Catalytic_Potential,Structural_Pattern,Properties,Req_Material,Req_Process,Impact_Map,Invention_Reason,Social_Context,Drawbacks,Side_Effects,External_Data_Link,Req_Infrastructure,Req_Science,Bill_of_Materials,Potential_Realization_Rate
PART-RES_0201_68OHM,Resistor 68Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '68 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_82OHM,Resistor 82Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '82 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_100OHM,Resistor 100Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '100 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_120OHM,Resistor 120Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '120 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_150OHM,Resistor 150Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '150 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_180OHM,Resistor 180Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '180 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_220OHM,Resistor 220Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '220 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_270OHM,Resistor 270Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '270 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_330OHM,Resistor 330Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '330 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_390OHM,Resistor 390Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '390 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_470OHM,Resistor 470Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '470 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_560OHM,Resistor 560Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '560 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_680OHM,Resistor 680Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '680 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_820OHM,Resistor 820Ω 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '820 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1kOHM,Resistor 1kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1.2kOHM,Resistor 1.2kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1200 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1.5kOHM,Resistor 1.5kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1500 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_1.8kOHM,Resistor 1.8kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '1800 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_2.2kOHM,Resistor 2.2kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '2200 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_2.7kOHM,Resistor 2.7kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '2700 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_3.3kOHM,Resistor 3.3kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '3300 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_3.9kOHM,Resistor 3.9kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '3900 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_4.7kOHM,Resistor 4.7kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '4700 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_5.6kOHM,Resistor 5.6kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '5600 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_6.8kOHM,Resistor 6.8kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '6800 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_8.2kOHM,Resistor 8.2kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '8200 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_10kOHM,Resistor 10kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '10000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_12kOHM,Resistor 12kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '12000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_15kOHM,Resistor 15kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '15000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_18kOHM,Resistor 18kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '18000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_22kOHM,Resistor 22kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '22000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_27kOHM,Resistor 27kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '27000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_33kOHM,Resistor 33kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '33000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_39kOHM,Resistor 39kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '39000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_47kOHM,Resistor 47kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '47000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_56kOHM,Resistor 56kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '56000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_68kOHM,Resistor 68kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '68000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
PART-RES_0201_82kOHM,Resistor 82kΩ 0201,Thick film resistor. Package 0201.,ERA-05_ELECTRICAL,PART-RES_AXIAL,ACTIVE,10.0,5.0,PASSIVE_DAMPENER,"{'Resistance': '82000 Ohm', 'Package': '0201', 'Power': '0.1W'}",MAT-CER_ALUMINA_96;RES-ORE_COPPER_SULFIDE,PROC-SYN_POLYMERIZATION_STANDARD,ASSY-PCB:ENABLE:+1,SOC-NEED_CONTROL,MKT-ELECTRONICS,None,Heat,NULL,FAC-GENERIC,SCI-LAW_OHM,NULL,0.99
