ID,Name,Description,Era,Predecessor_ID,Status,Syntropy_Score,Catalytic_Potential,Structural_Pattern,Invention_Reason,Social_Context,Drawbacks,Side_Effects,Impact_Map,Properties,External_Data_Link,Renewable,Location,Extraction_Method,Reserves_Estimate,Energy_Density_J_kg,Scarcity_Score,Knowledge_Completeness,Hidden_Potential_Hypothesis
RES-FUEL_BITUMINOUS_BATCH_001,Thermal Coal #1,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.58,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '23.2 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,23222902,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_002,Thermal Coal #2,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.57,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '22.9 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,22918399,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_003,Thermal Coal #3,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.58,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '23.2 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,23182088,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_004,Thermal Coal #4,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.61,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '24.5 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,24532874,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_005,Thermal Coal #5,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.62,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '24.8 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,24846155,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_006,Thermal Coal #6,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.63,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '25.2 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,25154318,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_007,Thermal Coal #7,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.61,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '24.5 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,24483741,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_008,Thermal Coal #8,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.62,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '24.8 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,24763088,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_009,Thermal Coal #9,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.62,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '24.6 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,24608853,0.4,0.95,None
RES-FUEL_BITUMINOUS_BATCH_010,Thermal Coal #10,COAL source from Australia.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.58,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '23.2 MJ/kg'}, 'Ash': '15%', 'Sulfur': '1.5%'",NULL,FALSE,Australia,Drilling/Mining,Finite,23185255,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_001,Lignite #1,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.22,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '15.6 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,15644382,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_002,Lignite #2,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.21,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '15.0 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,15019524,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_003,Lignite #3,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.21,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '14.7 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,14732961,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_004,Lignite #4,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.22,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '15.3 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,15261836,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_005,Lignite #5,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.22,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '15.7 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,15746559,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_006,Lignite #6,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.21,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '14.5 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,14457160,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_007,Lignite #7,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.21,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '14.9 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,14853519,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_008,Lignite #8,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.21,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '14.6 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,14618800,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_009,Lignite #9,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.22,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '15.4 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,15364918,0.4,0.95,None
RES-FUEL_LIGNITE_BATCH_010,Lignite #10,COAL source from Germany.,ERA-05_ELECTRICAL,RES-BIO_ANCIENT_FOREST,ACTIVE,0.21,20.0,CARBON_MATRIX_IMPURE,Nature,MKT-ENERGY,CO2,Warming,FAC-POWER:ENABLE:+100;ENV-CLIMATE:DAMAGE:-50,"{'Energy': '14.7 MJ/kg'}, 'Ash': '30%', 'Sulfur': '3.0%'",NULL,FALSE,Germany,Drilling/Mining,Finite,14707679,0.4,0.95,None
